VehicleID,Amount (Million Naira)
VHL17216,1.00
VHL10033,1.00
VHL11776,1.00
VHL14947,1.00
VHL17522,1.00
VHL14197,1.00
VHL13071,1.00
VHL17406,1.00
VHL12174,1.00
VHL12440,1.00
VHL12462,1.00
VHL12158,1.00
VHL14899,1.00
VHL11281,1.00
VHL10913,1.00
VHL19630,1.00
VHL19709,1.00
VHL14819,1.00
VHL15381,1.00
VHL14781,1.00
VHL18728,1.00
VHL16520,1.00
VHL10643,1.00
VHL19438,1.00
VHL14103,1.00
VHL19088,1.00
VHL15456,1.00
VHL16411,1.00
VHL19044,1.00
VHL15194,1.00
VHL11490,1.00
VHL13904,1.00
VHL15148,1.00
VHL10918,1.00
VHL19119,1.00
VHL10313,1.00
VHL17176,1.00
VHL17166,1.00
VHL11166,1.00
VHL19144,1.00
VHL17259,1.00
VHL11965,1.00
VHL13791,1.00
VHL12309,1.00
VHL18687,1.00
VHL10199,1.00
VHL18562,1.00
VHL14042,1.00
VHL19017,1.00
VHL18805,1.00
VHL18622,1.00
VHL14045,1.00
VHL17010,1.00
VHL16993,1.00
VHL16050,1.00
VHL16363,1.00
VHL10287,1.00
VHL19873,1.00
VHL15450,1.00
VHL14789,1.00
VHL14379,1.00
VHL10911,1.00
VHL10449,1.00
VHL19705,1.00
VHL14766,1.00
VHL16203,1.00
VHL14855,1.00
VHL14661,1.00
VHL19859,1.00
VHL14028,1.00
VHL14991,1.00
VHL15291,1.00
VHL16047,1.00
VHL12253,1.00
VHL10428,1.00
VHL15237,1.00
VHL16101,1.00
VHL16143,1.00
VHL10257,1.00
VHL16662,1.00
VHL19799,1.00
VHL14241,1.00
VHL17705,1.00
VHL17529,1.00
VHL15191,1.00
VHL17451,1.00
VHL17879,1.00
VHL19264,1.00
VHL19009,1.00
VHL10568,1.00
VHL19545,1.00
VHL16822,1.00
VHL10957,1.00
VHL15607,1.00
VHL12093,1.00
VHL19096,1.00
VHL18288,1.00
VHL11310,1.00
VHL19333,1.00
VHL13823,1.00
VHL19965,1.00
VHL16917,1.00
VHL11177,1.00
VHL16853,1.00
VHL18554,1.00
VHL18562,1.00
VHL10753,1.00
VHL16804,1.00
VHL18774,1.00
VHL15561,1.00
VHL12265,1.00
VHL10021,1.00
VHL18216,1.00
VHL18297,1.00
VHL15781,1.00
VHL12134,1.00
VHL12909,1.00
VHL19963,1.00
VHL16014,1.00
VHL14675,1.00
VHL19999,1.00
VHL15433,1.00
VHL12937,1.00
VHL11373,1.00
VHL17859,1.00
VHL10314,1.00
VHL18773,1.00
VHL16942,1.00
VHL18334,1.00
VHL17910,1.00
VHL18494,1.00
VHL12860,1.00
VHL10204,1.00
VHL19924,1.00
VHL13255,1.00
VHL12057,1.00
VHL19296,1.00
VHL10104,1.00
VHL14185,1.00
VHL15914,1.00
VHL11633,1.00
VHL10331,1.00
VHL15981,1.00
VHL18376,1.00
VHL14890,1.00
VHL14283,1.00
VHL15877,1.00
VHL10019,1.00
VHL10439,1.00
VHL18436,1.00
VHL11989,1.00
VHL19813,1.00
VHL15869,1.00
VHL13464,1.00
VHL14974,1.00
VHL13446,1.00
VHL11326,1.00
VHL12561,1.00
VHL12421,1.00
VHL15061,1.00
VHL16174,1.00
VHL14500,1.00
VHL16937,1.00
VHL13576,1.00
VHL12458,1.00
VHL11965,1.00
VHL11890,1.00
VHL14930,1.00
VHL16445,1.00
VHL11308,1.00
VHL17652,1.00
VHL13004,1.00
VHL10262,1.00
VHL13111,1.00
VHL13568,1.00
VHL12606,1.00
VHL15786,1.00
VHL11054,1.00
VHL15167,1.00
VHL14716,1.00
VHL11763,1.00
VHL17885,1.00
VHL16048,1.00
VHL17032,1.00
VHL10344,1.00
VHL13463,1.00
VHL12903,1.00
VHL14551,1.00
VHL14763,1.00
VHL19270,1.00
VHL12817,1.00
VHL18354,1.00
VHL12185,1.00
VHL14983,1.00
VHL15530,1.00
VHL15827,1.00
VHL14886,1.00
VHL17643,1.00
VHL16987,1.00
VHL14294,1.00
VHL16175,1.00
VHL18639,1.00
VHL13640,1.00
VHL17895,1.00
VHL19307,1.00
VHL19436,1.00
VHL19809,1.00
VHL10638,1.00
VHL13859,1.00
VHL11640,1.00
VHL13661,1.00
VHL15523,1.00
VHL12838,1.00
VHL11312,1.00
VHL12699,1.00
VHL14640,1.00
VHL17666,1.00
VHL14903,1.00
VHL13835,1.00
VHL15635,1.00
VHL19827,1.00
VHL14808,1.00
VHL16208,1.00
VHL18605,1.00
VHL19751,1.00
VHL17664,1.00
VHL12588,1.00
VHL17702,1.00
VHL10842,1.00
VHL19609,1.00
VHL12767,1.00
VHL13680,1.00
VHL13507,1.00
VHL16160,1.00
VHL13555,1.00
VHL18088,1.00
VHL16428,1.00
VHL11278,1.00
VHL17567,1.00
VHL16715,1.00
VHL15486,1.00
VHL10286,1.00
VHL13344,1.00
VHL17544,1.00
VHL12579,1.00
VHL19966,1.00
VHL12989,1.00
VHL18968,1.00
VHL16423,1.00
VHL15852,1.00
VHL16298,1.00
VHL13399,1.00
VHL11381,1.00
VHL18329,1.00
VHL13335,1.00
VHL11885,1.00
VHL19284,1.00
VHL12612,1.00
VHL15522,1.00
VHL16059,1.00
VHL10388,1.00
VHL10025,1.00
VHL14629,1.00
VHL10790,1.00
VHL17966,1.00
VHL12843,1.00
VHL11996,1.00
VHL15688,1.00
VHL13110,1.00
VHL19865,1.00
VHL13379,1.00
VHL18639,1.00
VHL16928,1.00
VHL11725,1.00
VHL11355,1.00
VHL17560,1.00
VHL11885,1.00
VHL12995,1.00
VHL11751,1.00
VHL14633,1.00
VHL16853,1.00
VHL14501,1.00
VHL13938,1.00
VHL12329,1.00
VHL10067,1.00
VHL19818,1.00
VHL12785,1.00
VHL13874,1.00
VHL18142,1.00
VHL14855,1.00
VHL12147,1.00
VHL15256,1.00
VHL13751,1.00
VHL17863,1.00
VHL13981,1.00
VHL18916,1.00
VHL19492,1.00
VHL16004,1.00
VHL15913,1.00
VHL16871,1.00
VHL11388,1.00
VHL15019,1.00
VHL11934,1.00
VHL19784,1.00
VHL12593,1.00
VHL15836,1.00
VHL17034,1.00
VHL14607,1.00
VHL17105,1.00
VHL18773,1.00
VHL12684,1.00
VHL17154,1.00
VHL10849,1.00
VHL12067,1.00
VHL14247,1.00
VHL18581,1.00
VHL18516,1.00
VHL17684,1.00
VHL17215,1.00
VHL15232,1.00
VHL19310,1.00
VHL12120,1.00
VHL15455,1.00
VHL10132,1.00
VHL12356,1.00
VHL16995,1.00
VHL15752,1.00
VHL12151,1.00
VHL11902,1.00
VHL17808,1.00
VHL17592,1.00
VHL16636,1.00
VHL11497,1.00
VHL17774,1.00
VHL15919,1.00
VHL15172,1.00
VHL11820,1.00
VHL13093,1.00
VHL17445,1.00
VHL18989,1.00
VHL10713,1.00
VHL14240,1.00
VHL13501,1.00
VHL18215,1.00
VHL14878,1.00
VHL19143,1.00
VHL10173,1.00
VHL16962,1.00
VHL15384,1.00
VHL13844,1.00
VHL11998,1.00
VHL10444,1.00
VHL19655,1.00
VHL18921,1.00
VHL11774,1.00
VHL15490,1.00
VHL18694,1.00
VHL10360,1.00
VHL18707,1.00
VHL15801,1.00
VHL17931,1.00
VHL16716,1.00
VHL11290,1.00
VHL18180,1.00
VHL19935,1.00
VHL16593,1.00
VHL17349,1.00
VHL18705,1.00
VHL18527,1.00
VHL18577,1.00
VHL15369,1.00
VHL16140,1.00
VHL11458,1.00
VHL13652,1.00
VHL13470,1.00
VHL17609,1.00
VHL16953,1.00
VHL19670,1.00
VHL16517,1.00
VHL12631,1.00
VHL14338,1.00
VHL13224,1.00
VHL19157,1.00
VHL10266,1.00
VHL11597,1.00
VHL16219,1.00
VHL12828,1.00
VHL10364,1.00
VHL11875,1.00
VHL10185,1.00
VHL12097,1.00
VHL17691,1.00
VHL15092,1.00
VHL11628,1.00
VHL13662,1.00
VHL11486,1.00
VHL18373,1.00
VHL16605,1.00
VHL14670,1.00
VHL19579,1.00
VHL15504,1.00
VHL18831,1.00
VHL19404,1.00
VHL11218,1.00
VHL13869,1.00
VHL19846,1.00
VHL11677,1.00
VHL17416,1.00
VHL13175,1.00
VHL17965,1.00
VHL19048,1.00
VHL18117,1.00
VHL16742,1.00
VHL10339,1.00
VHL14079,1.00
VHL17034,1.00
VHL15903,1.00
VHL14643,1.00
VHL19176,1.00
VHL16293,1.00
VHL16573,1.00
VHL10615,1.00
VHL10834,1.00
VHL13200,1.00
VHL18949,1.00
VHL14402,1.00
VHL16439,1.00
VHL14135,1.00
VHL10015,1.00
VHL10388,1.00
VHL17226,1.00
VHL16884,1.00
VHL18216,1.00
VHL19751,1.00
VHL11071,1.00
VHL16489,1.00
VHL12578,1.00
VHL10582,1.00
VHL19617,1.00
VHL14437,1.00
VHL11749,1.00
VHL18131,1.00
VHL16700,1.00
VHL14166,1.00
VHL19100,1.00
VHL11100,1.00
VHL17954,1.00
VHL15065,1.00
VHL14908,1.00
VHL11925,1.00
VHL12725,1.00
VHL17558,1.00
VHL12989,1.00
VHL11734,1.00
VHL15324,1.00
VHL19720,1.00
VHL17274,1.00
VHL10206,1.00
VHL18355,1.00
VHL16634,1.00
VHL15037,1.00
VHL19446,1.00
VHL11255,1.00
VHL18968,1.00
VHL17262,1.00
VHL19635,1.00
VHL13636,1.00
VHL14827,1.00
VHL13630,1.00
VHL18929,1.00
VHL18493,1.00
VHL11970,1.00
VHL18557,1.00
VHL16603,1.00
VHL10144,1.00
VHL19283,1.00
VHL14957,1.00
VHL14521,1.00
VHL14631,1.00
VHL10741,1.00
VHL18773,1.00
VHL15546,1.00
VHL18796,1.00
VHL16777,1.00
VHL12667,1.00
VHL11806,1.00
VHL16241,1.00
VHL11602,1.00
VHL10361,1.00
VHL11563,1.00
VHL18781,1.00
VHL11605,1.00
VHL17566,1.00
VHL14925,1.00
VHL17378,1.00
VHL13933,1.00
VHL15621,1.00
VHL11212,1.00
VHL17047,1.00
VHL18495,1.00
VHL11789,1.00
VHL18812,1.00
VHL12003,1.00
VHL17763,1.00
VHL10234,1.00
VHL11820,1.00
VHL15612,1.00
VHL16969,1.00
VHL15883,1.00
VHL16910,1.00
VHL15537,1.00
VHL19483,1.00
VHL19061,1.00
VHL10122,1.00
VHL18413,1.00
VHL19153,1.00
VHL16118,1.00
VHL11390,1.00
VHL15701,1.00
VHL12322,1.00
VHL18493,1.00
VHL18230,1.00
VHL10567,1.00
VHL16862,1.00
VHL12040,1.00
VHL13506,1.00
VHL13379,1.00
VHL16540,1.00
VHL14882,1.00
VHL16979,1.00
VHL17108,1.00
VHL19862,1.00
VHL19541,1.00
VHL16650,1.00
VHL18976,1.00
VHL15984,1.00
VHL13017,1.00
VHL12807,1.00
VHL16571,1.00
VHL18496,1.00
VHL19085,1.00
VHL15655,1.00
VHL10274,1.00
VHL17927,1.00
VHL14169,1.00
VHL10088,1.00
VHL19133,1.00
VHL10124,1.00
VHL17800,1.00
VHL12549,1.00
VHL10900,1.00
VHL16654,1.00
VHL15178,1.00
VHL10370,1.00
VHL19083,1.00
VHL10667,1.00
VHL11177,1.00
VHL19621,1.00
VHL19834,1.00
VHL18831,1.00
VHL16058,1.00
VHL15327,1.00
VHL10566,1.00
VHL15911,1.00
VHL18703,1.00
VHL19494,1.00
VHL16292,1.00
VHL12417,1.00
VHL16694,1.00
VHL16876,1.00
VHL10394,1.00
VHL18192,1.00
VHL18989,1.00
VHL15531,1.00
VHL19945,1.00
VHL15352,1.00
VHL10470,1.00
VHL12910,1.00
VHL19260,1.00
VHL18747,1.00
VHL10865,1.00
VHL10512,1.00
VHL19176,1.00
VHL18494,1.00
VHL14953,1.00
VHL18146,1.00
VHL10753,1.00
VHL13266,1.00
VHL18142,1.00
VHL12499,1.00
VHL11132,1.00
VHL16161,1.00
VHL16332,1.00
VHL11947,1.00
VHL15516,1.00
VHL15620,1.00
VHL11334,1.00
VHL14676,1.00
VHL18063,1.00
VHL11305,1.00
VHL17190,1.00
VHL19509,1.00
VHL13065,1.00
VHL16948,1.00
VHL18753,1.00
VHL13306,1.00
VHL11296,1.00
VHL14799,1.00
VHL16629,1.00
VHL12469,1.00
VHL14725,1.00
VHL15360,1.00
VHL12472,1.00
VHL17694,1.00
VHL19367,1.00
VHL13921,1.00
VHL18424,1.00
VHL13215,1.00
VHL19720,1.00
VHL19474,1.00
VHL14718,1.00
VHL13614,1.00
VHL15761,1.00
VHL15481,1.00
VHL10583,1.00
VHL10999,1.00
VHL11387,1.00
VHL17201,1.00
VHL11541,1.00
VHL11491,1.00
VHL13571,1.00
VHL17798,1.00
VHL11615,1.00
VHL17412,1.00
VHL17680,1.00
VHL13091,1.00
VHL13434,1.00
VHL15052,1.00
VHL11742,1.00
VHL11925,1.00
VHL12016,1.00
VHL17513,1.00
VHL10564,1.00
VHL14087,1.00
VHL18246,1.00
VHL10468,1.00
VHL18823,1.00
VHL10264,1.00
VHL15285,1.00
VHL16403,1.00
VHL14260,1.00
VHL16390,1.00
VHL14383,1.00
VHL12924,1.00
VHL16793,1.00
VHL19286,1.00
VHL11692,1.00
VHL19565,1.00
VHL12271,1.00
VHL16387,1.00
VHL10067,1.00
VHL11055,1.00
VHL16282,1.00
VHL10373,1.00
VHL13130,1.00
VHL14791,1.00
VHL17669,1.00
VHL10245,1.00
VHL13394,1.00
VHL13369,1.00
VHL12230,1.00
VHL15024,1.00
VHL15401,1.00
VHL17830,1.00
VHL16594,1.00
VHL13400,1.00
VHL13413,1.00
VHL11338,1.00
VHL12928,1.00
VHL14141,1.00
VHL13196,1.00
VHL17193,1.00
VHL13848,1.00
VHL15690,1.00
VHL14292,1.00
VHL10249,1.00
VHL16684,1.00
VHL13663,1.00
VHL16780,1.00
VHL15195,1.00
VHL19709,1.00
VHL16300,1.00
VHL18402,1.00
VHL10408,1.00
VHL17856,1.00
VHL12909,1.00
VHL17579,1.00
VHL14360,1.00
VHL16170,1.00
VHL11625,1.00
VHL10141,1.00
VHL13372,1.00
VHL10702,1.00
VHL10168,1.00
VHL17506,1.00
VHL19811,1.00
VHL18898,1.00
VHL14976,1.00
VHL19528,1.00
VHL14747,1.00
VHL12298,1.00
VHL12897,1.00
VHL14501,1.00
VHL19230,1.00
VHL17122,1.00
VHL13093,1.00
VHL13713,1.00
VHL10827,1.00
VHL14671,1.00
VHL19953,1.00
VHL14674,1.00
VHL19651,1.00
VHL14860,1.00
VHL15452,1.00
VHL11031,1.00
VHL16763,1.00
VHL13764,1.00
VHL12562,1.00
VHL11827,1.00
VHL13929,1.00
VHL10039,1.00
VHL15009,1.00
VHL13821,1.00
VHL14348,1.00
VHL16840,1.00
VHL12002,1.00
VHL10237,1.00
VHL18738,1.00
VHL10568,1.00
VHL19355,1.00
VHL16226,1.00
VHL16719,1.00
VHL14548,1.00
VHL16912,1.00
VHL19505,1.00
VHL16442,1.00
VHL16825,1.00
VHL12658,1.00
VHL12481,1.00
VHL18658,1.00
VHL15493,1.00
VHL12577,1.00
VHL13844,1.00
VHL12544,1.00
VHL14450,1.00
VHL16818,1.00
VHL18694,1.00
VHL13597,1.00
VHL15898,1.00
VHL18680,1.00
VHL12465,1.00
VHL12148,1.00
VHL19876,1.00
VHL19612,1.00
VHL18169,1.00
VHL13267,1.00
VHL14640,1.00
VHL15593,1.00
VHL16387,1.00
VHL13148,1.00
VHL11142,1.00
VHL18659,1.00
VHL13899,1.00
VHL18985,1.00
VHL17250,1.00
VHL17539,1.00
VHL18609,1.00
VHL11948,1.00
VHL11525,1.00
VHL12806,1.00
VHL19564,1.00
VHL19054,1.00
VHL18679,1.00
VHL19665,1.00
VHL12463,1.00
VHL10753,1.00
VHL11312,1.00
VHL12620,1.00
VHL17592,1.00
VHL11746,1.00
VHL14332,1.00
VHL19959,1.00
VHL16741,1.00
VHL10763,1.00
VHL17541,1.00
VHL11701,1.00
VHL10194,1.00
VHL13479,1.00
VHL15975,1.00
VHL10231,1.00
VHL18446,1.00
VHL19365,1.00
VHL12815,1.00
VHL17210,1.00
VHL14273,1.00
VHL16001,1.00
VHL17232,1.00
VHL17877,1.00
VHL13772,1.00
VHL14502,1.00
VHL12140,1.00
VHL12267,1.00
VHL18736,1.00
VHL17988,1.00
VHL11233,1.00
VHL18205,1.00
VHL17229,1.00
VHL12503,1.00
VHL16555,1.00
VHL11608,1.00
VHL13099,1.00
VHL10464,1.00
VHL13660,1.00
VHL15246,1.00
VHL18351,1.00
VHL14567,1.00
VHL18076,1.00
VHL15135,1.00
VHL14661,1.00
VHL13468,1.00
VHL18899,1.00
VHL10051,1.00
VHL12127,1.00
VHL12196,1.00
VHL17014,1.00
VHL11559,1.00
VHL10059,1.00
VHL15739,1.00
VHL14808,1.00
VHL15611,1.00
VHL14636,1.00
VHL11570,1.00
VHL16463,1.00
VHL16394,1.00
VHL13693,1.00
VHL12291,1.00
VHL15561,1.00
VHL19493,1.00
VHL12756,1.00
VHL10950,1.00
VHL16866,1.00
VHL12609,1.00
VHL12574,1.00
VHL17135,1.00
VHL13752,1.00
VHL13546,1.00
VHL11097,1.00
VHL18181,1.00
VHL10940,1.00
VHL16905,1.00
VHL19185,1.00
VHL10923,1.00
VHL18309,1.00
VHL19349,1.00
VHL13590,1.00
VHL20000,1.00
VHL12384,1.00
VHL13167,1.00
VHL18928,1.00
VHL11333,1.00
VHL18531,1.00
VHL19725,1.00
VHL13535,1.00
VHL15299,1.00
VHL19132,1.00
VHL19736,1.00
VHL11914,1.00
VHL14981,1.00
VHL11507,1.00
VHL18768,1.00
VHL13208,1.00
VHL17200,1.00
VHL19398,1.00
VHL10666,1.00
VHL12919,1.00
VHL17972,1.00
VHL10315,1.00
VHL13868,1.00
VHL16268,1.00
VHL15979,1.00
VHL14334,1.00
VHL19984,1.00
VHL15905,1.00
VHL14849,1.00
VHL10077,1.00
VHL12763,1.00
VHL13814,1.00
VHL18236,1.00
VHL18380,1.00
VHL11075,1.00
VHL10482,1.00
VHL10117,1.00
VHL13673,1.00
VHL17221,1.00
VHL11240,1.00
VHL12562,1.00
VHL13799,1.00
VHL13466,1.00
VHL14698,1.00
VHL15372,1.00
VHL13032,1.00
VHL13600,1.00
VHL17335,1.00
VHL15519,1.00
VHL19609,1.00
VHL12581,1.00
VHL18738,1.00
VHL15107,1.00
VHL16177,1.00
VHL11709,1.00
VHL14469,1.00
VHL13687,1.00
VHL16412,1.00
VHL14864,1.00
VHL15725,1.00
VHL17141,1.00
VHL10991,1.00
VHL10678,1.00
VHL13889,1.00
VHL17084,1.00
VHL15443,1.00
VHL10783,1.00
VHL19744,1.00
VHL18331,1.00
VHL16307,1.00
VHL18003,1.00
VHL10838,1.00
VHL13320,1.00
VHL19953,1.00
VHL19152,1.00
VHL15913,1.00
VHL15341,1.00
VHL14269,1.00
VHL10263,1.00
VHL10559,1.00
VHL17221,1.00
VHL12379,1.00
VHL18253,1.00
VHL11172,1.00
VHL17213,1.00
VHL18445,1.00
VHL10808,1.00
VHL13851,1.00
VHL18936,1.00
VHL17750,1.00
VHL14279,1.00
VHL17407,1.00
VHL17737,1.00
VHL11196,1.00
VHL10773,1.00
VHL12028,1.00
VHL19833,1.00
VHL13566,1.00
VHL18282,1.00
VHL11015,1.00
VHL16696,1.00
VHL13980,1.00
VHL18337,1.00
VHL11330,1.00
VHL14873,1.00
VHL15435,1.00
VHL13861,1.00
VHL12073,1.00
VHL15320,1.00
VHL17850,1.00
VHL16757,1.00
VHL15181,1.00
VHL14613,1.00
VHL17238,1.00
VHL12083,1.00
VHL16344,1.00
VHL19413,1.00
VHL17430,1.00
VHL14996,1.00
VHL13423,1.00
VHL13162,1.00
VHL14672,1.00
VHL12020,1.00
VHL16103,1.00
VHL10650,1.00
VHL15234,1.00
VHL11305,1.00
VHL18180,1.00
VHL17458,1.00
VHL15835,1.00
VHL17211,1.00
VHL17209,1.00
VHL18693,1.00
VHL18975,1.00
VHL18976,1.00
VHL15391,1.00
VHL13071,1.00
VHL19241,1.00
VHL14944,1.00
VHL19128,1.00
VHL18577,1.00
VHL15429,1.00
VHL12217,1.00
VHL15705,1.00
VHL19888,1.00
VHL11906,1.00
VHL15757,1.00
VHL11938,1.00
VHL10969,1.00
VHL11777,1.00
VHL16275,1.00
VHL14235,1.00
VHL10496,1.00
VHL18481,1.00
VHL17185,1.00
VHL15960,1.00
VHL11313,1.00
VHL11288,1.00
VHL12337,1.00
VHL14268,1.00
VHL10015,1.00
VHL16136,1.00
VHL17903,1.00
VHL14018,1.00
VHL17473,1.00
VHL11480,1.00
VHL13881,1.00